DATE,Entero,Rain24,Rain48,Rain72,RainWA,Wdirection,Wspeed,Solarhours,BeachName,BeachType,BeachDirection,Entero_level,Wspeed_level,Wdirection_level,on_offshore
2016-12-18,10.0,0.0,0.0,1.64,1.64,62,1.3,10.6,Clarks,1,15,0,1,3,2
2016-12-20,10.0,0.0,5.46,5.46,10.92,198,4.0,12.4,Clarks,1,15,0,1,9,0
2016-12-20,10.0,0.0,0.0,0.0,0.0,190,2.0,12.4,Judges_Bay,1,1,0,1,8,0
2016-12-20,10.0,0.0,0.49,0.49,0.98,190,2.0,13.3,Narrow_Neck,0,1,0,1,8,0
2016-12-20,10.0,0.0,4.76,4.76,9.52,198,4.0,13.3,Weymouth,1,10,0,1,9,1
2016-12-20,10.0,0.0,0.49,0.49,0.98,190,2.0,12.4,Milford,0,2,0,1,8,0
2016-12-28,10.0,0.0,0.0,0.0,0.0,261,3.6,9.4,Milford,0,2,0,1,12,0
2016-12-28,10.0,0.0,0.0,0.0,0.0,261,3.6,3.5,Narrow_Neck,0,1,0,1,12,2
2016-12-28,10.0,0.98,0.98,0.98,2.94,261,3.6,9.4,Judges_Bay,1,1,0,1,12,2
2016-12-28,52.0,0.0,0.0,0.0,0.0,250,5.1,3.9,Weymouth,1,10,0,1,11,1
2016-12-28,20.0,2.19,2.19,2.19,6.57,250,5.1,9.4,Clarks,1,15,0,1,11,2
2017-01-04,10.0,1.09,4.92,6.01,12.02,232,7.6,11.3,Clarks,1,15,0,1,10,2
2017-01-04,160.0,1.06,3.7,4.23,8.99,232,7.6,4.2,Weymouth,1,10,0,1,10,1
2017-01-04,10.0,3.93,8.36,8.36,20.65,254,3.1,11.3,Judges_Bay,1,1,0,1,11,0
2017-01-05,10.0,0.0,2.42,5.8100000000000005,8.23,201,3.3,13.3,Narrow_Neck,0,1,0,1,9,0
2017-01-05,10.0,0.0,2.96,6.9,9.86,201,3.3,11.3,Milford,0,2,0,1,9,0
2017-01-11,30.0,0.0,2.5,2.5,5.0,248,7.7,7.1,Weymouth,1,10,0,1,11,1
2017-01-17,10.0,0.0,0.0,0.0,0.0,220,8.5,11.6,Clarks,1,15,0,2,10,2
2017-01-17,10.0,0.0,0.0,0.0,0.0,211,3.4,11.6,Judges_Bay,1,1,0,1,9,0
2017-01-17,10.0,0.0,0.0,0.0,0.0,211,3.4,11.6,Milford,0,2,0,1,9,0
2017-01-17,10.0,0.0,0.0,0.0,0.0,211,3.4,11.8,Narrow_Neck,0,1,0,1,9,0
2017-01-18,52.0,0.0,0.0,1.0,1.0,256,4.6,5.7,Weymouth,1,10,0,1,11,1
2017-01-24,10.0,0.0,0.49,22.13,22.62,223,2.0,8.6,Judges_Bay,1,1,0,1,10,0
2017-01-24,10.0,0.0,0.49,18.389999999999997,18.88,223,2.0,10.0,Narrow_Neck,0,1,0,1,10,0
2017-01-24,10.0,0.0,2.99,23.89,26.88,223,2.0,8.6,Milford,0,2,0,1,10,0
2017-01-24,10.0,0.0,2.73,27.32,30.05,222,5.3,8.6,Clarks,1,15,0,1,10,2
2017-01-25,10.0,0.0,0.0,1.0,1.0,305,3.5,1.4,Weymouth,1,10,0,1,14,2
2017-02-01,10.0,0.0,0.0,0.0,0.0,307,2.7,11.0,Clarks,1,15,0,1,14,1
2017-02-01,10.0,0.0,0.0,0.0,0.0,286,2.8,11.0,Judges_Bay,1,1,0,1,13,2
2017-02-01,10.0,0.0,0.0,0.0,0.0,286,2.8,8.2,Narrow_Neck,0,1,0,1,13,2
2017-02-01,10.0,0.0,0.0,0.0,0.0,286,2.8,11.0,Milford,0,2,0,1,13,2
2017-02-01,140.0,0.0,0.0,0.0,0.0,307,2.7,5.4,Weymouth,1,10,0,1,14,2
2017-02-07,20.0,0.0,0.0,0.0,0.0,271,4.3,6.4,Clarks,1,15,0,1,12,2
2017-02-07,10.0,0.0,0.0,0.0,0.0,261,4.0,7.3,Narrow_Neck,0,1,0,1,12,2
2017-02-07,10.0,0.0,0.0,0.0,0.0,261,4.0,6.4,Judges_Bay,1,1,0,1,12,2
2017-02-07,10.0,0.0,0.0,0.0,0.0,261,4.0,6.4,Milford,0,2,0,1,12,0
2017-02-08,30.0,0.0,0.0,0.0,0.0,202,5.3,0.0,Weymouth,1,10,0,1,9,1
2017-02-15,10.0,0.0,3.44,3.9299999999999997,7.37,179,2.4,6.6,Judges_Bay,1,1,0,1,8,0
2017-02-15,10.0,0.0,3.87,3.87,7.74,179,2.4,5.3,Narrow_Neck,0,1,0,1,8,0
2017-02-15,10.0,0.5,5.5,7.0,13.0,163,2.5,4.2,Weymouth,1,10,0,1,7,2
2017-02-15,10.0,0.5,5.48,5.970000000000001,11.950000000000001,179,2.4,6.6,Milford,0,2,0,1,8,0
2017-02-21,10.0,0.0,0.97,1.45,2.42,76,2.9,12.1,Narrow_Neck,0,1,0,1,3,1
2017-02-21,10.0,0.0,0.5,1.49,1.99,76,2.9,10.8,Milford,0,2,0,1,3,1
2017-02-21,580.0,0.0,0.0,0.55,0.55,115,1.2,10.8,Clarks,1,15,1,1,5,0
2017-02-21,10.0,0.0,0.49,6.88,7.369999999999999,76,2.9,10.8,Judges_Bay,1,1,0,1,3,1
2017-02-23,41.0,0.0,0.0,0.0,0.0,191,2.2,8.5,Weymouth,1,10,0,1,8,1
2017-02-25,10.0,0.0,0.0,0.0,0.0,312,1.3,10.5,Clarks,1,15,0,1,14,1
2017-03-01,10.0,0.0,0.0,0.0,0.0,225,0.5,2.7,Narrow_Neck,0,1,0,1,10,0
2017-03-01,31.0,0.54,1.08,1.08,2.7,108,1.1,5.1,Clarks,1,15,0,1,5,0
2017-03-01,10.0,0.0,0.0,0.0,0.0,225,0.5,5.1,Milford,0,2,0,1,10,0
2017-03-01,10.0,0.0,0.0,0.0,0.0,225,0.5,5.1,Judges_Bay,1,1,0,1,10,0
2017-03-01,30.0,0.0,0.0,0.0,0.0,108,1.1,4.5,Weymouth,1,10,0,1,5,2
2017-03-06,10.0,0.0,0.99,0.99,1.98,243,1.1,7.4,Milford,0,2,0,1,11,0
2017-03-06,10.0,0.0,0.0,0.0,0.0,243,1.1,10.7,Narrow_Neck,0,1,0,1,11,0
2017-03-07,10.0,15.0,15.0,15.0,45.0,26,0.6,0.0,Judges_Bay,1,1,0,1,1,1
2017-03-07,10.0,3.79,3.79,3.79,11.370000000000001,68,2.7,0.0,Clarks,1,15,0,1,3,2
2017-03-15,10.0,0.0,0.0,0.5,0.5,194,1.7,11.4,Narrow_Neck,0,1,0,1,9,0
2017-03-15,20.0,1.08,2.71,3.79,7.58,169,2.5,11.1,Clarks,1,15,0,1,8,0
2017-03-15,10.0,0.0,0.0,4.0,4.0,194,1.7,11.1,Milford,0,2,0,1,9,0
2017-03-15,10.0,0.0,0.0,1.5,1.5,194,1.7,11.1,Judges_Bay,1,1,0,1,9,0
2017-03-21,10.0,0.0,0.0,0.0,0.0,239,2.7,4.9,Milford,0,2,0,1,11,0
2017-03-21,10.0,1.5,1.5,1.5,4.5,239,2.7,4.9,Judges_Bay,1,1,0,1,11,0
2017-03-21,30.0,0.0,0.0,0.0,0.0,221,7.6,4.9,Clarks,1,15,0,1,10,2
2017-03-21,10.0,0.0,0.0,0.0,0.0,239,2.7,3.5,Narrow_Neck,0,1,0,1,11,0
2017-03-29,160.0,57.9,67.64,82.25,207.78999999999996,290,4.0,0.0,Clarks,1,15,0,1,13,1
2017-03-29,1600.0,40.0,42.5,98.0,180.5,293,2.4,0.0,Judges_Bay,1,1,1,1,13,2
2017-03-30,10.0,0.0,27.5,32.0,59.5,280,1.2,1.7,Milford,0,2,0,1,12,0
2017-03-30,10.0,0.5,36.0,41.0,77.5,280,1.2,7.2,Narrow_Neck,0,1,0,1,12,2
2017-08-03,55.0,3.0,11.0,11.0,25.0,115,5.9,0.6,Milford,0,2,0,1,5,2
2017-08-03,31.0,2.95,12.309999999999999,12.309999999999999,27.57,115,5.9,0.6,Narrow_Neck,0,1,0,1,5,2
2017-08-09,3024.0,18.5,19.0,22.0,59.5,18,5.9,0.0,Milford,0,2,1,1,1,1
2017-08-09,173.0,20.69,21.18,26.11,67.98,18,5.9,0.0,Narrow_Neck,0,1,0,1,1,1
2017-08-18,38.0,1.5,1.5,1.5,4.5,172,1.7,1.6,Milford,0,2,0,1,8,0
2017-08-18,576.0,0.49,0.49,0.49,1.47,172,1.7,1.6,Narrow_Neck,0,1,1,1,8,0
2017-08-28,90.0,6.5,8.0,8.0,22.5,5,4.1,3.7,Milford,0,2,0,1,0,1
2017-08-28,148.0,6.0,7.5,7.5,21.0,5,4.1,3.7,Narrow_Neck,0,1,0,1,0,1
2017-09-14,11.0,0.0,1.0,4.0,5.0,261,3.1,2.8,Milford,0,2,0,1,12,0
2017-09-14,41.0,0.0,2.0,6.0,8.0,261,3.1,2.8,Narrow_Neck,0,1,0,1,12,2
2017-09-18,43.0,26.0,26.5,34.0,86.5,276,2.8,6.1,Milford,0,2,0,1,12,0
2017-09-18,121.0,24.0,24.0,33.0,81.0,276,2.8,6.1,Narrow_Neck,0,1,0,1,12,2
2017-09-27,57.0,8.0,12.5,12.5,33.0,230,1.2,5.5,Milford,0,2,0,1,10,0
2017-09-27,31.0,9.64,13.14,13.14,35.92,230,1.2,5.5,Narrow_Neck,0,1,0,1,10,0
2017-12-07,221.0,0.0,0.0,0.0,0.0,60,3.2,12.5,Clarks,1,15,0,1,3,2
2017-12-18,10.0,0.0,0.0,0.0,0.0,244,4.6,4.1,Clarks,1,15,0,1,11,2
2018-01-18,4884.0,21.5,21.5,21.5,64.5,35,8.6,0.0,Clarks,1,15,1,2,2,2
2018-01-30,134.0,0.0,0.0,0.0,0.0,58,2.7,10.8,Clarks,1,15,0,1,3,2
2018-02-01,19863.0,12.0,12.0,12.0,36.0,33,10.4,0.0,Clarks,1,15,1,2,1,1
2018-02-02,8664.0,32.5,50.5,50.5,133.5,229,4.8,9.9,Weymouth,1,10,1,1,10,1
2018-02-09,52.0,14.0,14.0,14.0,42.0,158,4.6,0.4,Narrow_Neck,0,1,0,1,7,0
2018-02-13,3255.0,26.0,29.5,48.5,104.0,32,4.3,0.1,Clarks,1,15,1,1,1,1
2018-03-08,384.0,5.5,5.5,5.5,16.5,119,3.6,6.1,Narrow_Neck,0,1,1,1,5,2
2018-03-08,10.0,6.5,9.0,9.0,24.5,128,3.0,4.2,Clarks,1,15,0,1,6,0
2018-03-23,1553.0,2.38,2.38,2.38,7.14,41,4.4,4.7,Narrow_Neck,0,1,1,1,2,1
2018-03-29,52.0,0.0,0.49,0.49,0.98,340,1.5,8.4,Weymouth,1,10,0,1,15,2
2018-04-06,10.0,12.5,14.0,14.0,40.5,269,0.8,7.4,Clarks,1,15,0,1,12,2
2018-04-20,74.0,0.0,0.0,1.99,1.99,278,2.1,6.1,Narrow_Neck,0,1,0,1,12,2
2018-05-10,10.0,0.0,0.0,0.0,0.0,250,0.4,3.3,Narrow_Neck,0,1,0,1,11,0
2018-05-14,272.0,2.5,20.0,25.0,47.5,114,1.3,6.4,Clarks,1,15,0,1,5,0
2018-05-15,171.0,0.0,2.5,20.0,22.5,32,3.3,4.7,Clarks,1,15,0,1,1,1
2018-05-16,97.0,1.0,1.0,3.5,5.5,5,2.8,3.5,Clarks,1,15,0,1,0,1
2018-05-16,305.0,0.96,2.4,10.11,13.469999999999999,5,2.8,3.5,Weymouth,1,10,1,1,0,0
2018-05-17,10.0,7.0,8.0,8.0,23.0,33,1.3,5.5,Clarks,1,15,0,1,1,1
2018-05-18,20.0,0.5,7.5,8.5,16.5,265,3.9,5.6,Clarks,1,15,0,1,12,2
2018-05-21,10.0,13.0,18.0,23.0,54.0,321,2.4,5.0,Clarks,1,15,0,1,14,1
2018-05-22,98.0,11.5,24.5,29.5,65.5,324,3.0,5.5,Clarks,1,15,0,1,14,1
2018-05-23,41.0,14.0,25.5,38.5,78.0,300,5.3,1.1,Clarks,1,15,0,1,13,1
2018-05-23,203.0,21.89,26.86,30.35,79.1,274,3.1,1.1,Narrow_Neck,0,1,0,1,12,2
2018-05-24,20.0,9.0,23.0,34.5,66.5,259,7.3,4.7,Clarks,1,15,0,1,12,2
2018-05-25,288.0,17.5,26.5,40.5,84.5,275,7.5,3.5,Clarks,1,15,1,1,12,2
2018-05-29,259.0,0.0,3.42,8.32,11.74,13,1.5,9.5,Weymouth,1,10,0,1,1,0
2018-06-28,496.0,0.49,1.96,14.7,17.15,71,1.6,4.7,Weymouth,1,10,1,1,3,0
2018-08-09,228.0,8.5,8.5,8.5,25.5,230,5.0,9.0,Weymouth,1,10,0,1,10,1
2018-08-14,3654.0,12.5,13.0,13.0,38.5,307,3.5,4.1,Weymouth,1,10,1,1,14,2
2018-08-17,2282.0,14.0,14.0,18.5,46.5,240,4.7,2.0,Weymouth,1,10,1,1,11,1
2018-08-23,24196.0,6.0,28.5,33.5,68.0,270,5.6,5.5,Weymouth,1,10,1,1,12,1
2018-08-29,5172.0,44.5,47.0,47.0,138.5,54,6.0,4.7,Weymouth,1,10,1,1,2,0
